Unnamed: 0;id;title;sentence;subject1;subject2;subject3;subject_notsure;suggested_subject;type1;type2;type3;type_notsure;suggested_type;s1 score;s2 score;s3 score;t1 score;t2 score;t3 score;Avg_sbj_num;Avg_typ_num
911;912;از خدا خواستم ولی...;ازخدا خواستم یه همسر با ایمان در مسیر زندگیم قرار بگیره ولی تابه حال این اتفاق صورت نگرفته .خیلی دوست دارم زودتر تکلیفم مشخص بشه. چه راه حلی پیشنهاد می کنید؟;رابطه;روانشناسی;;0;;پیشنهاد;توضیح;;0;;20;19;0;20;18;0;1.33333333333;1.66666666667
912;913;دعاهایم مستجاب نمی شود ...;یک چیز ذهنمو مشغول کرده. من خانواده خوبی دارم و در محله سرشناس هستیم. من تمام نگرانیم اینه که دعاهایم مستجاب نمیشه. من دعا کردم که هر چه زودتر ازدواج کنم ولی هنوز به خواستم نرسیدم. ماینه که می ترسم خدا با هام قهره یا توبه هامو قبول نکرده، چون تو بعضی از امتحانای الهی شکست خوردم. باور کنید خیلی سعی کردم جبران کنم، اما مدام ترسم اینه نکنه خدا باهام قهره، چون سه ساله هیچوقت دعاهایم مستجاب نشده، نه این دعا بلکه هر دعای دیگه حتی درخواسته های کوچیکم. من چکار کنم؟;روانشناسی;;;0;;نظر;;;0;;20;0;0;30;0;0;1.33333333333;1.66666666667
913;914;صدای گریه ام همه جا رو گرفته;من یه دختر 24 ساله هستم که یه خواهر دارم 2سال از من کوچکتر، مبتلا به بیماری وسواس بود تا اینکه رفت دکتر و روانپزشک بدون اطلاع خانواده به اون قرصهایی داد که طبق گفته خواهرم میل به خودکشی را افزایش داد،  در نتیجه خواهرم دست به خود کشی زد که سریع رسوندیمش بیمارستان ولی خدارو شکر اتفاق خاصی نیفتاد و شرایط به حالت عادی برگشت و خواهرم هم توبه کرد، دور از انصافه که نگم تا یه هفته بعد از توبه وقتی می دیدمش انگار زلیخایی که جوان شده بود رو می دیدم. بعد از اون اتفاق مادرو پدرم موبایلش رو گرفتند و هرجا می ره باهاش می رند(خواهرم حذف ترم;روانشناسی;;;0;;;;;0;;28;0;0;0;0;0;1.33333333333;1.0
914;915;تاخیر ازدواج دختران مذهبی;دختران مذهبی که سنشان بالا رفته و خواستگار ندارند باید چه کنند؟;روانشناسی;;;0;;;;;0;;28;0;0;0;0;0;1.66666666667;1.0
915;916;هرچی برام خواستگار میاد مناسب نیست;سلام فکر ازدواج داره منو دیوونه میکنه هرکس از دوستانم یا فامیل ازدواج میکندمن تا یک هفته حسرت میخورم اونا همون خواستگار اولی یا دومی را قبول می کنند و خوب هم هستند ولی من هرچی برام خواستگار میاد مناسب نیست یا اگر هست میرود چه کنم؟;رابطه;روانشناسی;;0;;نظر;پیشنهاد;;0;;20;19;0;20;19;0;1.33333333333;1.66666666667
916;917;تا کی صبر کنم؟;پسرا ازدواج می کنند، دخترا چی؟ تا کی باید منتظر بمانند؟;رابطه;روانشناسی;;0;;توضیح;;;0;;20;19;0;20;0;0;1.33333333333;1.33333333333
917;918;اگر با او ازدواج نکنم در خانه می مانم;با سلام. آیا در امروزه که دامادی پیدا نمی شود، جایز است که دختر با فردی که اهل نماز و روزه نیست، ازدواج کند؟ البته خصوصیاتش کاملاً مشخص نیست، اما می شود حدس زد که اخلاق اسلامی آنچنانی ندارد و خیلی پایبند به دین و شرع نیست؟ همچنین امکان دارد که با ازدواج نکردن در خانه بماند و کسی او را نگیرد.(توضیح کامل). با تشکر.;روانشناسی;مذهبی;;0;;;;;0;;28;18;0;0;0;0;2.0;1.0
918;919;اعتیاد به کامپیوتر و اینترنت;من خیلی پای کامپیوتر و اینترنت می نشینم و یه جورایی معتادشون شدم. لطفا راهنماییم کنید چکار کنم که این وابستگی من کم بشه، چون زندگیم رو مختل کرده و خودم هم ناراحتم ولی نمی تونم رهاش کنم.;کامپیوتر و موبایل;روانشناسی;;0;;توضیح;;;0;;29;28;0;20;0;0;2.0;1.0
919;920;وبلاگ دردسر ساز;بنده مدتی در اینترنت وبلاگ می نوشتم. قلم نسبتا خوبی هم دارم. دختر خانمی مدتی وبلاگ من را می خواندند و گهگاه نظر می دادند. بعد از چند ماه، بنده چون دیدم امکان گناه در این رابطه است پیشنهاد دادم که ازدواج موقت کنیم تا رابطه مان به گناه کشیده نشود. ایشان نپذیرفت چون نمی خواست به پدرش بگوید. البته بنده بعد از چند روز متوجه شدم که پیشنهاد معقولی نبوده است و بدون فکر این کار را انجام داده ام. متأسفانه تلقی آن خانم این بود که من به ایشان علاقه مند شده ام و می خواهم با ایشان ازدواج کنم ولی بینی و بین الله من چنین قصدی نداشتم. بعد از یک ماه از گذشت;روانشناسی;;;0;;نظر;پیشنهاد;;1;;19;0;0;19;19;0;1.0;1.33333333333
920;921;خواستگاری اینترنتی;آیا آشنایی اینترنتی منجر به ازدواج شود، صحیح هست؟ یا اشتباه محض؟;روانشناسی;کامپیوتر و موبایل;;0;;;;;0;;20;18;0;0;0;0;2.0;1.33333333333
921;922;وابستگی به اینترنت;ما مشکلاتمان را شناسایی می کنیم...اما برای مشکلاتمان یک راه حلی هم باید بیابیم.. من دچار یک جور وابستگی به اینترنت و مطالعه ها و جمع آوری عکس های سرگرم کننده مثل عکس های دیدنی از مناظر و موضوعات مختلف دیگر مثل دکراسیون خانه عکس فنجان گلدان اشیاء و ... شدم و تا کنون مقدار زیادی از این عکس ها را در رایانه دارم... همچنین می خوام مطالعه کنم...تشنه ی مطالعه کردن هستم برای همین مجله میخرم...اما می خوام در الویت همه ی تمرکزم را روی موضوعات درسی متمرکز کنم...منتهی بنا به دلایلی من بعد از هر بار مطالعه با حالت کسالت سستی و خستگی از درس دست می کشم... ;روانشناسی;کامپیوتر و موبایل;;0;;نظر;پیشنهاد;;0;;29;19;0;20;19;0;1.66666666667;1.66666666667
922;923;یک ماه فرصت دارم;با سلام و خسته نباشید. دانشجوی ترم دوم کامپیوتر هستم. در خواندن درسها کوتاهی کرده ام. حدود یک ماه تا امتحانات نیز فرصت دارم در این مدت باید چه کاری انجام دهم، چگونه درس بخوانم و چگونه برنامه ریزی کنم. من معمولا در مورد درسهایی مثل ریاضیات بیشتر احساس خستگی می کنم و چون علاقه ی چندانی به این دروس ندارم(چون به خوبی از کاربرد آنها آگاهی ندارم) انگیزه ی چندانی هم برای خواندن این درسها ندارم. دائما خواندن آنها را به بعد موکول میکنم. لطفا مرا راهنمایی کنید;روانشناسی;تحصیل;;0;;;;;0;;29;19;0;0;0;0;1.66666666667;1.0
923;924;برنامه ریزی تحصیلی;در مورد برنامه ریزی برای تحصیل و کار و زندگی و مدیریت زمان توضیح دهید؟;تحصیل;روانشناسی;;0;;توضیح;;;0;;20;19;0;30;0;0;1.66666666667;1.0
924;925;به برنامه هایم عمل نمی کنم;چرا به برنامه هایی که می ریزیم عمل نمی کنیم؟;روانشناسی;;;0;;دلیل;توضیح;;0;;29;0;0;20;19;0;1.33333333333;1.33333333333
925;926;برنامه ریزی;چکار کنم که بتوانم برنامه ای که می ریزم پیاده کنم تا بتوانم به اهداف خود برسم؟;روانشناسی;;;0;;توضیح;;;0;;19;0;0;30;0;0;1.0;1.0
926;927;هیچ وقت برنامه ریزی مرتبی نداشتم ...;دختری 23 ساله هستم، فارغ التحصیل رشته مهندسی برق. از نظر هوشی و ذهنی بالاتر از معمول اما از نظر پشتکار و همت بسیار ضعیف، و بدتر از آن ایده آل طلب! نمی دونم با خودم چیکار کنم، هر فعالیتی که تصمیم به اجرا می گیرم بهش پایبند نمیمونم، فقط دو کار هست که هر روز انجام می دم و توش ثابت قدم هستم : مسواک و استفاده از اینترنت که این دومی بیشتر نقش وقت تلف کن رو داره. دو سالی هست که فارغ التحصیل شده ام اما متأسفانه کار مناسب پیدا نکردم، الان هم توی خونه فقط وقتم رو تلف می کنم، قصد دارم درسامو مرور کنم تا هم وقتی رفتم مصاحبه شغلی موف;روانشناسی;تحصیل;;1;;توضیح;;;0;;19;19;0;20;0;0;1.66666666667;1.0
927;928;وظیفه ما چیست؟ یک برنامه روزانه می خواهم;سلام. وظیفه ما دانش آموزها چیه؟ باور کنید بدجور سردرگمم. منو بچه حساب نکنید، من با دانشجوها معاشرت می کنم.هرکی یه چیزی میگه.من واقعا دنبال خدا و امام زمان می گردم. الان یه راهنما میخوام که بدونم دقیقا باید چیکار کنم اولویت با چیه؟ درس؟ کسب مهارت؟ ورزش؟ کار توی خونه (دخترهستم)؟ دشمن شناسی؟ دنبال دین رفتن؟ خواهش می کنم نگید همش باهم. چون نمیشه یعنی امتحان کردم نشده. من میخوام بدونم چه جوری باشم که اسلام به من افتخار کنه. خانواده ام اصلا اصلا باهام همراه نیستند خودتون درک کنید اصلا یه برنامه روزانه میخوام، تمام ;روانشناسی;تحصیل;;0;;توضیح;;;0;;28;20;0;20;0;0;1.66666666667;1.0
928;929;جذاب ارائه کردن کنفرانس;من کنفرانسی درباره جنگ دارم. کسی به این موضوع گوش نمیکنه. چیکار کنم برای جذاب ارائه کردن کنفرانس و جلب توجه دانشجویان؟;روانشناسی;;;0;;توضیح;;;0;;28;0;0;30;0;0;1.66666666667;1.33333333333
929;930;اصول کلاس داری;اصول کلاس داری چیست؟تمامی مقاطع;تحصیل;روانشناسی;;0;;توضیح;;;0;;30;18;0;20;0;0;1.66666666667;1.0
930;931;بهترین روش تدریس;مدتی است که فارغ التحصیل شده ام و به زودی به عنوان معلم در دوره ابتدایی مشغول به تدریس خواهم شد. به من بگویید بهترین روش تدریس دروس ابتدایی به کودکان کدام است؟;تحصیل;روانشناسی;;0;;توضیح;;;0;;30;16;0;29;0;0;2.33333333333;1.33333333333
931;932;بایسته های تدریس;من معلم دوره راهنمایی هستم. چه کنم تا ارتباط خوبی با دانش آموزان برقرار کنم و تدریس موفقی داشته باشم؟;تحصیل;روانشناسی;;0;;توضیح;;;0;;30;26;0;20;0;0;2.33333333333;1.33333333333
932;933;نشانه های علاقه;پسری را برای ازدواج دوست دارم.از کجا بفهمم او هم به من علاقه دارد؟;رابطه;روانشناسی;;0;;توضیح;;;0;;29;28;0;29;0;0;2.0;1.33333333333
933;934;مرا به زندگی قبل از پنج سال عاشقی ام برگردانید;خدای بزرگ رو شاکرم که چنین دوستانی هستند که چراغ و هدایتی باشند، برای زمانی که من مسیر زندگیم روگم کردم. ممنون از راهنمایی خیلی خوب شما.حالا مطمئنم خدا بخاطرخطایی که کردم من رو بخشیده. احساس سبک شدن دارم. سوال دیگرم اینه که بعد از پنج سال، با اون همه عشق و علاقه، چطور کسی که وابستش بودم رو فراموش کنم؟ کمکم کنید. مرا به زندگی قبل از پنج سال عاشقی ام برگردانید.;روانشناسی;رابطه;;0;;توضیح;;;0;;29;28;0;30;0;0;2.0;1.33333333333
934;935;می خواهم فراموشش کنم;دخترعمویی داشتم که فکر میکنم خیلی دوستش داشتم.او هم منو دوست داشت ولی خانواده من مخالف بودند.در هر صورت دختر عموی من ازدواج کرد.الان من خیلی احساس سر خوردگی میکنم و ناراحت هستم که خیلی راحت او را از دست دادم.چطور میتونم فراموشش کنم؟;روانشناسی;رابطه;;0;;توضیح;;;0;;29;19;0;20;0;0;1.66666666667;1.0
935;936;عشق قبل از ازدواج. راهکارهای ترک عشق;دختری هستم که در دانشگاه با یکی دوست شدم و عشق او زندگی من را ویران کرده است و نمی دانم چه کنم. او به من قول ازدواج داد ولی چند سال است که من را سر میدواند. من در این چند سال خواستگارهای بسیار خوبی داشتم که به نظر خودم هم بسیار عالی بودند ولی هر کار کردم نتوانستم از عشق آن فرد برگردم یا نسبت به محبت این خواستگارها فکر کنم. حال از شما می خواهم که نجاتم دهید و کمکم کنید که این عشق را فراموش کنم و به مسیر اول زندگیم برگردم!;روانشناسی;رابطه;;0;;پیشنهاد;;;0;;29;19;0;19;0;0;1.66666666667;1.33333333333
936;937;نبینمش مریضم!;پسر 19 ساله ای هستم که مهر یه دختر به دلم افتاده ولی نمیتونم بهش بگم خیلی زیاد وابستش شدم نمیدونم چیکار کنم اگه یه روز نبینمش انگار که مریض هستم خلاصه روز به روز از ترس از دست دادنش دارم افسرده تر میشم از شما میخوام راهنماییم کنید.;روانشناسی;رابطه;;0;;توضیح;;;0;;28;20;0;20;0;0;1.66666666667;1.33333333333
937;938;ترک علاقه;با عرض سلام می خواستم بپرسم که چطور کسی را که دوست دارم فراموش کنم لطفا جوابی به این حقیر بدهید.باتشکر از شما;روانشناسی;رابطه;;0;;پیشنهاد;توضیح;;0;;28;20;0;19;18;0;1.66666666667;1.66666666667
938;939;ادامه تحصیل در مقطع کارشناسی ارشد یا ورود به بازار کار;سلام. بنده یکسال دیگر از مقطع کارشناسی فارغ التحصیل می شوم .به نظر شما برای مقطع کارشناسی ارشد بخونم یا بعد از یافتن شغل، درس را ادامه دهم؟ راستش شرایط زندگیم طوری هست که اگر سرکار برم بهتر است چون پدرم برای تامین هزینه با توجه به سن بالاش متحمل سختی های زیادی میشن. یکی از اساتیدمون می گفت اگه میخواین وارد صنعت بشین مدرک لیسانس بهتره و مقاطع بالاتر برای کسی خوبه که بخواد استاد بشه. راهنماییم کنید. 21 ساله. با تشکر.;تحصیل;کار;;0;;توضیح;;;0;;30;17;0;20;0;0;2.0;1.33333333333
939;940;بیکاری;در بازار اراک کار می کنم و از در آمدم راضی هستم . اما بخاطر دروغ بی انصافی حتی توهین به خریدار(بعضی اوقات) گرانفروشی و... برای کار جدید در یکی از جاهای دولتی اقدام کردم و الان یکماه است بیکارم ونتیجه ای نگرفته ام و کم کم از خدا دارام نا امید می شوم علاقه زیادی به مداحی دارم این هم که شغل حساب نمیشه من برای فرار از گناه از بازار رفتم بس کمک خدا کی؟ متاسفانه اکثر بازارها با این جور مسایل مواجه اند چه کنم؟ کجا برم؟ منم که برای خدا می خوام کار کنم کار نیست تو را خدا به دادم برسید اینده ام در خطره!;کار;;;0;;توضیح;;;0;;30;0;0;29;0;0;1.33333333333;1.33333333333
940;941;دوست دارم شغلی داشته باشم;پسری هستم، دانشجوی ترم دوم در دانشگاه آزاد.وضع مالی خانواده ام خوب نیست. البته برای تامین هزینه های دانشگاه آزاد برخی اوقات از خواهرم که دارای شغل است، کمک مالی می گیرم. چندی پیش که تقاضای کمک مالی از خواهرم کردم گفت فعلا ندارم. ناامید شدم. نه از خواهرم ، بلکه به خاطر اینکه کارم شده رو انداختن به این و اون و خودم رو کوچیک کردن. خیلی دوست دارم شغلی داشته باشم با یه درآمد مشخص، ولی نمیشه. با اینکه حرفه هایی بلدم مثل خدمات کامپیوتری و اینترنتی، تعمیر وسایل خونگی. ولی نه هزینه اولیه برای برپا کردنش رو دارم و نه وقتش رو، چون بیشتر;کار;روانشناسی;;0;;نظر;;;0;;19;18;0;29;0;0;1.66666666667;1.33333333333
941;942;زندگی برای من بی غایت شده;از راهکارهای کلیشه ای خسته شده ام. لطفا مرا با دقت تمام راهنمایی کنید:از شما خواهش می کنم من رو پیش فرض مومن و دین دار و مسلمان ندونید. من رو یک لائیک در نظر بگیرید.در حدی که فقط ایمان دارم خالق توانایی در هستی وجود داره.اگر از احادیث اماما استفاده می کنید اشکال نداره. فقط هر چی پاسخ می دید جوری پاسخ بدید که کسی که اعتقاد شما رو نداره هم کمی اروم بگیره. زندگی برای من بی غایت شده .راحت می تونم بگم که همه لذت ها رو خیلی وقته دوره کردم.همه چیزو چشیدم.ته همه چیزو درآوردم.حالا می دونم خبری نیست.تو هر مکان و شرایط و زمانی توی دنیا خبری ;روانشناسی;;;0;;پیشنهاد;;;0;;29;0;0;19;0;0;1.33333333333;1.0
942;943;ازخودم متنفرم کمکم کنید;به نام خدا وسلام ممنونم از اینکه به من امید دادید اما من نمیتونم بگم که اون ارتباط بازی کودکانه بوده من 13سالم بود بچه نبودم چه طور خودمو با حرفاتون آروم کنم دخترای 13 ساله کاری که من کردم رو نمیکنن ازخودم متنفرم کمکم کنید جبران کنم گرچه حس میکنم قابل جبران نیست اما بهم راه حل بدید ممنونم;روانشناسی;;;0;;پیشنهاد;;;0;;30;0;0;20;0;0;1.0;1.33333333333
943;944;راهی به سوی عشق الهی;من دختری هستم که تاچند ماه پیش نماز نمی خواندم اما وقتی به حرم امام رضا(ع رفتیم نمازم را دقیقا بعد از اذان می خواندم و باور نمی کردم کسی بتواند لذت مستی خدا را ازدست بدهد یا آن را به تاخیر بیندازد اما کم کم این شور من بعد از حدود دو ماه کمتر شد و تا چند روز پیش نماز می خواند اما آخر وقت راستش از همان ابتدا نماز صبحم معمولا قضا بود حتی زمانی که نماز هایم را اول وقت می خواندم حالا حدود چند روز است که کم کم نمازم را به طور کامل ترک کردم چه کار کنم؟;مذهبی;روانشناسی;;0;;پیشنهاد;;;0;;29;28;0;20;0;0;2.0;1.33333333333
944;945;چرا باید زندگی کنیم;چرا باید زندگی کنیم. که با یکی تا اخر زندگی کنیمو خوش بگذرونیم همین یا بریم دونباله درس تخصص ی رشته ی و کار یا ورزشای دوستداشتنیمون که بگذره همین;روانشناسی;;;0;;;;;0;;30;0;0;0;0;0;1.0;1.0
945;946;توبه;من در گذشته 13سالگی گناه بزرگی(ارتباط با نامحرم)انجام دادم و فقط فهمیدم نباید تکرارکنم و نکردم اما درک درستی از توبه و مراحل آن نداشتم و تقریبا هشت سال بود که همه چیز را به طور کامل فراموش کرده بودم طی شرایط مشابهی برای فرد دیگری این موضوع برایم یادآوری شد از آن موقع کارمن گریه و انجام عبادات برای جبران است از خدا خیلی خجالت میکشم هم برای انجام گناهم و هم برای تاخیرتوبه ام از طرفی هیچوقت از خودم این چنین تصوری نداشتم و حالا ازخودم متنفرم به نظر شما خدا منو میبخشه؟ کمکم گنید هم برای عذاب وجدان و هم برای تنفر ازخودم من همیشه دلم میخواست با آدم عار;مذهبی;;;0;;پیشنهاد;;;0;;28;0;0;17;0;0;1.66666666667;1.66666666667
946;947;داشتن افکار منفی در مورد دوستان و خویشاوندان;با سلام. در اکثر مواقع ذهنم خود به خود در مورد بعضی از کسانی که با آنها روابطی عادی دارم (دوستان و خویشاوندان) منفی بافی می کند و من در عذابم که چه کنم ؟ لطفا پاسخی واضح و شفاف ارائه دهید .;روانشناسی;;;0;;;;;0;;30;0;0;0;0;0;1.33333333333;1.0
947;948;خیال بافی های مزاحم;من همیشه هر جا هستم فکر میکنم الان شاهزاده ی رویاهام مثلا بایه اتفاق جالب وارد زندگیم میشه،تو خونمون فقط اینجوری نیستم، راستش دوست ندارم به این چیزهای مسخره و بیهوده فکر کنم، میشه راهنماییم کنید.;روانشناسی;;;0;;نظر;;;0;;30;0;0;20;0;0;1.0;1.33333333333
948;949;نفی خواطر;برای نفی خواطر چه کارهایی باید انجام داد؟;روانشناسی;;;0;;لیست;;;0;;30;0;0;19;0;0;1.0;1.33333333333
949;950;این افکار از ذهنم نمی رود;آیا وقتی فکر چیزی از ذهن انسان نمی رود به چه مسائلی بستگی دارد؟ آیا به این علت بوده که خود انسان زیاد به آن فکر کرده؟ آیا خواست خداست که فکر آن مسئله از ذهن انسان خارج نشود، آیا در عالم غیر مادی ، کششی از طرف مقابل به سمت ماست که ما را به سوی خود می کشاند؟;روانشناسی;;;0;;بله/خیر;توضیح;;1;;30;0;0;19;19;0;1.0;2.0
950;951;کنترل فکر از طریق یوگا;میخواستم بپرسم که آیا میشود من از تمرینات یوگا برای آرامش استفاده کنم؟ آیا این نوع ورزش منافاتی با دین اسلام دارد ؟ یعنی مشکلی با دین ندارد؟ البته من خودم نماز میخوانم و قرآن میخوانم ولی برای تسلط بر بدنم احتیاج به ورزش دارم و کمی در کارهایم بی برنامه هستم حالا میتوانم از این روش استفاده کنم؟;روانشناسی;ورزشی;;0;;بله/خیر;;;0;;20;19;0;20;0;0;1.66666666667;1.0
951;952;تفکر مثبت;با عرض سلام و تشکر فراوان متوجه یک مشکل در خود شدم و اینکه در بسیاری از موارد فکر می کنم که مردم قصد بی احترامی به من دارند و به شدت ناراحت می شوم در حالی که بعدا در بعضی موارد متوجه می شوم که چنین قصدی نداشته اند و مثلا عجله داشته اند و از این قبیل و بیشتر ناراحتی های من مربوط به همین بخش است و احساس می کنم نباید به هیچ وجه به احترام من لطمه وارد شود. آیا این نشات گرفته از حس حقارت است؟ وقتی بیشتر فکر کردم متوجه شدم در بسیاری از ناراحتی هایی که از دیگران برایم پیش آمده این بعد پر رنگ بوده و شاید توهمی بیش نبوده. چطور حل می شود؟ ممنونم;روانشناسی;;;0;;بله/خیر;توضیح;;0;;30;0;0;20;18;0;1.0;1.66666666667
952;953;رهایی از شر اوهام و خیالات;لطفا دستورالعمل یا ذکری را به جهت رهایی از شر اوهام و خیالات باطله و اغتشاش ذهن، به این حقیر مرحمت فرمایید؟;روانشناسی;مذهبی;;0;;;;;0;;28;18;0;0;0;0;1.66666666667;1.0
953;954;تاثیر ماهواره بر خانواده;میخواستم ببینم مقاله ای در خصوص- تاثیر ماهواره و اینترنت بر خانواده -دارید؟ چون یکی از اساتید میگفت که هیچ تاثیر منفی نداره و من مخالفت کردم حالا هم مجبورم کرده یک مقاله در این خصوص ارائه بدم.;سایر;;;0;;بله/خیر;;;0;;0;0;0;20;0;0;1.0;1.0
954;955;خانواده و آثار مخرب ماهواره;با عرض سلام. برای حل معضلات ماهواره در خانواده هایی که میگن ماهواره هیچ تأثیری روی ما نداره چکار باید کرد؟ در صورتی که واقعا تأثیر روی خانواده گذاشته.;سایر;;;0;;توضیح;;;0;;0;0;0;19;0;0;1.0;1.33333333333
955;956;تأثیرات مخرب ماهواره بر فرهنگ و تمدن جامعه ایرانی;تأثیرات مخرب ماهواره بر فرهنگ و تمدن جامعه ایرانی را برای جوانان تبیین کنید؟;سایر;;;0;;توضیح;;;0;;0;0;0;20;0;0;1.0;1.66666666667
956;957;ماهواره و تأثیر آن بر فرزند;با تشکر از زحماتی که متقبل می شوید، در حال حاضر وجود ماهواره ها در خانواده ها معضلی شده است به هر کجا که بروی پیدا می شود و این مسأله تربیت فرزندان را با مشکل رو برو ساخته است و چون می بینند می خواهند اگر تهیه نمایی هزار مشکل داری و اگر نه حریص به آن شده و در منازل دوستانشان و یا آشنایان نگاه می کنند خواهشمند است در این خصوص که والدین چه راهکاری را باید اتخاذ کنند راهنمایی بفرمایید.;سایر;;;0;;نظر;پیشنهاد;;0;;0;0;0;29;18;0;1.33333333333;2.0
957;958;تأثیرات مثبت و منفی رسانه ها;درباره تأثیرات مثبت و منفی رسانه ها (به خصوص تلویزیون) در تربیت دینی، منابع معتبر و مفید معرفی کنید.;رابطه;;;0;;;;;0;;20;0;0;0;0;0;1.33333333333;1.0
958;959;مرگ مادرم را هنوز باور نکرده ام;با سلام واحترام فراوان. بنده حدوداً یک ماه پیش مادرم را از دست دادم و تاکنون نتوانسته ام خودم را با شرایط پیش آمده وفق دهم. در واقع مرگ مادرم را هنوز باور نکرده ام. خواهشمندم کمکم کنید.;روانشناسی;;;0;;نظر;;;0;;30;0;0;29;0;0;1.33333333333;2.0
959;960;به احتمال زیاد نمی توانم صاحب فرزند شوم;مدتی است که تحت درمان پزشک هستم و نتایج معالجات نشانگر این است که به احتمال زیاد نمی توانم صاحب فرزند شوم. پزشکان دیگر هم این نتیجه را تأیید کردند. از سوی دیگر هنوز ازدواج نکردم و این مسأله را هم به خانواده ام نگفتم. با این شرایط فکر نکنم امکان ازدواج برای من فراهم باشد زیرا باید واقعیت را در هنگام آشنایی و خواستگاری به طرف مقابل خود بگویم که در این صورت جواب منفی است. نمی دانم اگر خانواده ام این مسأله را بفهمند چقدر نگران می شوند. چگونه با این مسأله در زندگی خود مواجه شوم؟ آیا ازدواج با چنین شرایطی برای من ممکن ;سلامت;;;0;;توضیح;نظر;;0;;20;0;0;20;19;0;1.33333333333;2.0
960;961;گفتن حقیقت به فرزند پرورشگاهی;اگر پدر و مادری بچه ای را به فرزند خواندگی قبول کرده باشند، در بزرگسالی فرزند باید بگویند که پرورشگاهی است یاخیر. آیا دینی بر گردن پدر و مادر است؟;روانشناسی;;;0;;بله/خیر;;;0;;29;0;0;20;0;0;1.66666666667;1.0
961;962;جدایی و ازدواج مجدد;راستش من دختری جوان هستم که مدتی پیش قصد جدایی از همسرم را گرفتم.حدود 1 سال و چند ماه عقد بودیم .با تمام علاقه و عشقی که به همسرم داشتم ایشون از من خواست که جدا شویم .زیرا وابستگی شدید به مادرشون داشتند. ضربه روحی شدیدی خوردم و تا ماهها از خودم و زندگی بدم می امد.تصمیم به گرفتن مهریه کردم و هنوز درگیر دادگاه هستم. چند ماه پیش یکی از پسرهای دانشگاه به طرف من امد و به من ابراز علاقه کرد ولی من رد کردم چون شرعا شوهر دارم. با این که تو این مدتی که عقد بودیم یکبار هم به سراغ من نیامد ولی من خدا را در نظر میگیرم.این اقا اصرار دارد که با هم تلفن;روانشناسی;;;0;;;;;0;;19;0;0;0;0;0;1.0;1.33333333333
962;963;جلوگیری از جدایی;چگونه باید دو زوج را که میخوان از هم جدا شوند را از کارشون منصرف کرد؟;رابطه;;;0;;توضیح;;;0;;20;0;0;20;0;0;1.66666666667;1.0
963;964;می خواهم طلاق بگیرم;شوهرم با کتک مرا از خانه ساعت 11شب از خانه بیرون کرده کتک زدن کار همیشگی اش است، می خواهم طلاق بگیرم اما طلاق نمی دهد چگونگی شرایط طلاق را بیان کنید.;حقوق و قانون;رابطه;;0;;توضیح;;;0;;27;18;0;20;0;0;2.33333333333;1.0
964;965;بی حوصلگی;من دانشجوی رشته پرستاری و 21 ساله  ام . در یکی از تشکل های دانشجویی فعالیت می کنم به مسائل مذهبی خیلی عقیده دارم و بسیار هم دوست دارم در این زمینه فعالیت کنم . ولی مدتی است که بی انگیزه شده ام! احساس می کنم دنیا خیلی تکراری شده است . هر چند در کارهایم تنوع و تغییر ایجاد می کنم، ولی باز این احساس وحشتناک را نمی توانم از خود دور کنم و همیشه این سؤال را از خود می کنم که «حالا من درسم را بخوانم خوب؟ آخرش چی» یا می میرم و در آن دنیا عذاب می کشم یا نه آخرش چی می شه؟! احساس می کنم خیلی بی هدف شده ام . فکر می کنم زندگی مرحله به مرحله طی می;روانشناسی;;;0;;;;;0;;29;0;0;0;0;0;1.66666666667;1.66666666667
965;966;هدف ندارم ...;کسی که تو زندگیش هدف نداره چیکار کنه؟ به خدا حوصله ادامه زندگی را ندارم کاش ...;روانشناسی;;;0;;پیشنهاد;;;0;;29;0;0;20;0;0;1.66666666667;1.66666666667
966;967;علیرغم تمام امکانات از زندگی لذت نمی برم!;من مردی میان سال هستم با توجه به اینکه خدا را شکر هیچگونه مشکل خاصی اعم از مالی،جسمی،و خانوادگی ندارم مدتی است که فکر میکنم از زندگی بهره لازم را نبرده ام و زندگیم را به نوعی باخته ام،باتوجه به شرایطم باید زندگی بهتری داشته باشم و لذت بیشتری ببرم در ضمن تنها مشکل من کارم هستش که بصورت شیفت نامنظم میباشد. تقاضای کمک دارم;روانشناسی;کار;;0;;نظر;;;0;;27;19;0;19;0;0;2.0;1.33333333333
967;968;هدف خاصی ندارم;چند وقتی است که انگیزه و هدف خاصی برای زندگی ندارم.;روانشناسی;;;0;;نظر;;;0;;30;0;0;19;0;0;1.0;1.33333333333
968;969;در زندگیم سر در گم هستم;من در زندگیم سر در گم هستم. نمیدونم زندگیم داره چه طوری می گذره. هیچ چیزی شادم نمیکنه و دلم میخواد دائم دعواکنم و تازگی ها اخلاق های بدی مثل غیبت و فحاشی کردن وسلام نکردن به استادام داره آزارم میده. نمیدونم چه طوری رفتار کنم. از زندگی کردن سیر شدم. لطفا کمکم کنید;روانشناسی;;;0;;نظر;پیشنهاد;;0;;30;0;0;20;18;0;1.0;2.0
